綜合評分,日文店名,英文店名,Blog
3.94,ドンブラボー,Don Bravo,https://tabelog.com/tw/tokyo/A1326/A132601/13144681/
3.94,鳥みつ,Torimitsu,https://tabelog.com/tw/tokyo/A1304/A130401/13136411/
3.94,東洋軒,Toyoken,https://tabelog.com/tw/tokyo/A1308/A130801/13164394/
3.94,新橋鶴八,shimbashitsuruhachi,https://tabelog.com/tw/tokyo/A1301/A130103/13173432/
3.94,SALONE TOKYO,SALONE TOKYO,https://tabelog.com/tw/tokyo/A1301/A130102/13218266/
3.94,レストラン ローブ,Restaurant L'aube,https://tabelog.com/tw/tokyo/A1307/A130702/13198413/
3.93,麺屋一燈,Itto,https://tabelog.com/tw/tokyo/A1312/A131204/13111737/
3.93,デリー 上野店,DELHI,https://tabelog.com/tw/tokyo/A1311/A131101/13003605/
3.93,マルイチベーグル,MARUICHI BAGEL,https://tabelog.com/tw/tokyo/A1316/A131602/13010793/
3.93,手打蕎麦 じゆうさん,Jiyu San,https://tabelog.com/tw/tokyo/A1321/A132101/13025978/
3.93,月島 在市,tsukishimazaichi,https://tabelog.com/tw/tokyo/A1313/A131302/13095398/
3.93,焼肉 うしごろ 銀座店,Ushigoro Ginza,https://tabelog.com/tw/tokyo/A1301/A130101/13167325/
3.93,寿し処 寿々,Suzu,https://tabelog.com/tw/tokyo/A1308/A130802/13024464/
3.93,龍圓,Ryuuen,https://tabelog.com/tw/tokyo/A1311/A131102/13003700/
3.93,手打式超多加水麺 ののくら,teuchishikichoutakasuimennonokura,https://tabelog.com/tw/tokyo/A1324/A132403/13215713/
3.93,第三春美鮨,Daisan Harumisushi,https://tabelog.com/tw/tokyo/A1301/A130103/13002140/
3.93,レストラン ラッセ,Restaurant L'asse,https://tabelog.com/tw/tokyo/A1316/A131601/13125439/
3.93,ル スプートニク,Le sputnik,https://tabelog.com/tw/tokyo/A1307/A130701/13184105/
3.93,パティスリートレカルム,Patisserie TRES CALME,https://tabelog.com/tw/tokyo/A1323/A132301/13175122/
3.93,鮨 なかむら,Nakamura,https://tabelog.com/tw/tokyo/A1307/A130701/13003314/
3.93,鮨處やまだ,Sushidokoroyamada,https://tabelog.com/tw/tokyo/A1301/A130101/13144693/
3.93,江戸前晋作,Edomaeshinsaku,https://tabelog.com/tw/tokyo/A1310/A131004/13201105/
3.93,きざ㐂,Kizaki,https://tabelog.com/tw/tokyo/A1308/A130801/13221218/
3.93,小熊,Koguma,https://tabelog.com/tw/tokyo/A1301/A130101/13169901/
3.93,中華 うずまき,Uzumaki,https://tabelog.com/tw/tokyo/A1308/A130801/13053284/
3.93,鮨 すが弥,Sushisugaya,https://tabelog.com/tw/tokyo/A1314/A131401/13228776/
3.93,マルタ,Maruta,https://tabelog.com/tw/tokyo/A1326/A132601/13219686/
3.93,夏零,Karin,https://tabelog.com/tw/tokyo/A1307/A130701/13224230/
3.92,VIRON 渋谷店,Viron,https://tabelog.com/tw/tokyo/A1303/A130301/13004626/
3.92,とん太,Tonta,https://tabelog.com/tw/tokyo/A1305/A130503/13003984/
3.92,つけ麺 道,tsukememmichi,https://tabelog.com/tw/tokyo/A1324/A132403/13094595/
3.92,ダルマサーガラ,Dharmasagara,https://tabelog.com/tw/tokyo/A1301/A130101/13002374/
3.92,カッチャル バッチャル,Katcharu Batcharu,https://tabelog.com/tw/tokyo/A1323/A132302/13120294/
3.92,ショコラティエ パレ ド オール 東京,Shokorathieparedooru,https://tabelog.com/tw/tokyo/A1302/A130201/13038473/
3.92,かしわぎ,Kashiwagi,https://tabelog.com/tw/tokyo/A1319/A131901/13209326/
3.92,ぎんざ 一二岐,Ginza Ibuki,https://tabelog.com/tw/tokyo/A1313/A131301/13115557/
3.92,鶏こく中華 すず喜,Torikokuchuukasuzuki,https://tabelog.com/tw/tokyo/A1320/A132002/13215409/
3.92,RAMEN　にじゅうぶんのいち,Ramennijuubunnoichi,https://tabelog.com/tw/tokyo/A1324/A132401/13147594/
3.92,飄香 麻布十番本店,Piao-xiang Azabujuban Honten,https://tabelog.com/tw/tokyo/A1307/A130702/13018802/
3.92,ルメルシマン オカモト,Remerciements OKAMOTO,https://tabelog.com/tw/tokyo/A1306/A130602/13145384/
3.92,土家,Tsuchiya,https://tabelog.com/tw/tokyo/A1328/A132806/13061606/
3.92,清壽,Seiju,https://tabelog.com/tw/tokyo/A1313/A131301/13058904/
3.92,新ばし 久,Shimbashikyuu,https://tabelog.com/tw/tokyo/A1301/A130103/13030766/
3.92,RODEO,RODEO,https://tabelog.com/tw/tokyo/A1317/A131701/13213575/
3.92,銀座 よし澤,Ginzayoshizawa,https://tabelog.com/tw/tokyo/A1301/A130101/13175030/
3.92,フィリップ・ミル 東京,firippumirutoukyou,https://tabelog.com/tw/tokyo/A1307/A130701/13205772/
3.92,ビストロ・シンバ,bistrosimba,https://tabelog.com/tw/tokyo/A1313/A131301/13186713/
3.92,鉄板焼き いわ倉,teppanyakiiwakura,https://tabelog.com/tw/tokyo/A1309/A130905/13189075/
3.92,銀座 きた福,Ginza Kitafuku,https://tabelog.com/tw/tokyo/A1301/A130101/13183900/
3.91,饗 くろ喜,Motenashikuroki,https://tabelog.com/tw/tokyo/A1310/A131001/13127743/
3.91,中華そば 多賀野,Tyukasobatagano,https://tabelog.com/tw/tokyo/A1317/A131712/13003421/
3.91,キュイジーヌ[s] ミッシェル・トロワグロ,Cuisine[s] Michel Troisgros,https://tabelog.com/tw/tokyo/A1304/A130401/13025796/
3.91,カレーライス ディラン,kare-raisudhiran,https://tabelog.com/tw/tokyo/A1310/A131002/13158580/
3.91,レストラン マノワ,Restaurant MANOIR,https://tabelog.com/tw/tokyo/A1303/A130302/13133477/
3.91,神保町 黒須,Jimbouchoukurosu,https://tabelog.com/tw/tokyo/A1310/A131003/13201888/
3.91,パティスリー ユウ ササゲ,Patisserie Yu Sasage,https://tabelog.com/tw/tokyo/A1318/A131809/13155662/
3.91,東京肉しゃぶ家,Toukyounikushabuya,https://tabelog.com/tw/tokyo/A1304/A130401/13196268/
3.91,鳥かど,Torikado,https://tabelog.com/tw/tokyo/A1316/A131601/13202530/
3.91,蘭奢待,Ranjatai,https://tabelog.com/tw/tokyo/A1310/A131003/13000425/
3.91,ブルガズ アダ,BURGAZ ADA,https://tabelog.com/tw/tokyo/A1307/A130702/13055381/
3.91,sio,shio,https://tabelog.com/tw/tokyo/A1318/A131811/13150395/
3.91,レ・カカオ,LES CACAOS,https://tabelog.com/tw/tokyo/A1316/A131603/13203619/
3.91,ブーケ・ド・フランス,Bouquet de France,https://tabelog.com/tw/tokyo/A1307/A130701/13002082/
3.91,プリンチピオ,Principio,https://tabelog.com/tw/tokyo/A1307/A130702/13144481/
3.91,ラ・プレシューズ 紀尾井町店,Rapureshuzu,https://tabelog.com/tw/tokyo/A1308/A130801/13198490/
3.91,すし家,Sushiya,https://tabelog.com/tw/tokyo/A1301/A130101/13147846/
3.91,やきとり 心香,SHINKA,https://tabelog.com/tw/tokyo/A1307/A130701/13134990/
3.91,レストランユニック,restaurant unique,https://tabelog.com/tw/tokyo/A1316/A131601/13163184/
3.91,Libre 白金高輪店,Libre,https://tabelog.com/tw/tokyo/A1316/A131602/13222761/
3.91,SATOブリアンさんごう,satouburiansangou,https://tabelog.com/tw/tokyo/A1319/A131905/13223460/
3.91,まる富,Marutomi,https://tabelog.com/tw/tokyo/A1309/A130903/13158579/
3.91,恵比寿 くろいわ,Ebisukuroiwa,https://tabelog.com/tw/tokyo/A1303/A130302/13186582/
3.91,久丹,Kutan,https://tabelog.com/tw/tokyo/A1313/A131301/13220750/
3.90,焼肉 鶯谷園,yakinikuuguisudanien,https://tabelog.com/tw/tokyo/A1311/A131104/13012243/
3.90,セントル ザ・ベーカリー,CENTRE THE BAKERY,https://tabelog.com/tw/tokyo/A1301/A130101/13157424/
3.90,ラーメン屋 トイ・ボックス,ra-menyatoibokkusu,https://tabelog.com/tw/tokyo/A1324/A132401/13162973/
3.90,中華ソバ 伊吹,Ibuki,https://tabelog.com/tw/tokyo/A1322/A132205/13163874/
3.90,らーめん改,Ramenkai,https://tabelog.com/tw/tokyo/A1311/A131103/13191776/
3.90,ロットチェント,L'ottocento,https://tabelog.com/tw/tokyo/A1302/A130203/13198683/
3.90,サラマンジェ ド イザシ ワキサカ,SALLE A MANGER de Hisashi WAKISAKA,https://tabelog.com/tw/tokyo/A1301/A130101/13151302/
3.90,カレー&オリエンタルバル 桃の実 水道橋店,Kareandoorientarubarumomonomi,https://tabelog.com/tw/tokyo/A1310/A131003/13204150/
3.90,麻布 かどわき,Kadowaki,https://tabelog.com/tw/tokyo/A1307/A130702/13001664/
3.90,セララバアド,Celaravird ,https://tabelog.com/tw/tokyo/A1318/A131811/13176914/
3.90,鮨 波やし,Hayashi,https://tabelog.com/tw/tokyo/A1319/A131904/13070215/
3.90,うぶか,Ubuka,https://tabelog.com/tw/tokyo/A1309/A130903/13139225/
3.90,チリムーロ,Chirimulo,https://tabelog.com/tw/tokyo/A1303/A130301/13164533/
3.90,レクテ,Recte,https://tabelog.com/tw/tokyo/A1303/A130303/13036041/
3.90,豊栄,Houei,https://tabelog.com/tw/tokyo/A1323/A132302/13194172/
3.90,81,81,https://tabelog.com/tw/tokyo/A1307/A130703/13186404/
3.90,蓮香,Renshan,https://tabelog.com/tw/tokyo/A1316/A131602/13190771/
3.90,懐石料理 はし本,Kaisekiryourihashimoto,https://tabelog.com/tw/tokyo/A1302/A130202/13154602/
3.90,世良田,Serata,https://tabelog.com/tw/tokyo/A1307/A130702/13012994/
3.90,鮨 つぼみ,Sushitsubomi,https://tabelog.com/tw/tokyo/A1317/A131701/13221782/
3.90,臼杵ふぐ 山田屋 西麻布,Yamadaya Nishiazabu,https://tabelog.com/tw/tokyo/A1307/A130703/13034857/
3.90,うなぎ時任,Unagitokitou,https://tabelog.com/tw/tokyo/A1307/A130702/13224663/
3.90,ASAHINA Gastronome,ASAHINA Gastronome,https://tabelog.com/tw/tokyo/A1302/A130203/13227385/
3.90,FURUYA　augastronome,Furuyaogasutoronomu,https://tabelog.com/tw/tokyo/A1308/A130801/13188159/
3.89,五代目 野田岩 麻布飯倉本店,Godaime Nodaiwa,https://tabelog.com/tw/tokyo/A1314/A131401/13002789/
3.89,フルーツパーラーフクナガ,furu-tsupa-ra-fukunaga,https://tabelog.com/tw/tokyo/A1309/A130903/13006765/
3.89,リストランテ ラ チャウ,Ristrante La ciau,https://tabelog.com/tw/tokyo/A1314/A131402/13044737/
3.89,町田汁場 しおらーめん進化,machidashirubashiora-menshinka,https://tabelog.com/tw/tokyo/A1327/A132701/13050023/
3.89,真鯛らーめん 麺魚 本店,Madairamemmengyo,https://tabelog.com/tw/tokyo/A1312/A131201/13208237/
3.89,アステリスク,ASTERISQUE,https://tabelog.com/tw/tokyo/A1318/A131811/13140735/
3.89,吟八亭 やざ和,Gimpachitei Yazawa,https://tabelog.com/tw/tokyo/A1324/A132403/13003083/
3.89,八雲,Yakumo,https://tabelog.com/tw/tokyo/A1317/A131705/13204333/
3.89,シバカリーワラ,shiva curry wara,https://tabelog.com/tw/tokyo/A1317/A131706/13151738/
3.89,麺 みつヰ,Memmitsui,https://tabelog.com/tw/tokyo/A1311/A131102/13203387/
3.89,リベルターブル 赤坂店,Libertable,https://tabelog.com/tw/tokyo/A1308/A130801/13160987/
3.89,BAR 保志,Bahoshi,https://tabelog.com/tw/tokyo/A1301/A130101/13007819/
3.89,ポンテ デル ピアット,PONTE DEL PIATTO,https://tabelog.com/tw/tokyo/A1307/A130703/13166111/
3.89,いし橋,Ishibashi,https://tabelog.com/tw/tokyo/A1311/A131101/13021036/
3.89,スタア・バー・ギンザ,STAR BAR GINZA,https://tabelog.com/tw/tokyo/A1301/A130101/13002270/
3.89,ヴァッカロッサ,VACCA ROSSA,https://tabelog.com/tw/tokyo/A1308/A130801/13156942/
3.89,純手打ち だるま,Junteuchidaruma,https://tabelog.com/tw/tokyo/A1319/A131903/13218715/
3.89,かんだ,Kanda,https://tabelog.com/tw/tokyo/A1307/A130701/13005439/
3.89,青草窠,Seisoka,https://tabelog.com/tw/tokyo/A1307/A130703/13090635/
3.89,アルノー・ラエール 広尾本店,Arunoraeru,https://tabelog.com/tw/tokyo/A1307/A130703/13217253/
3.89,銀座 奥田,Okuda,https://tabelog.com/tw/tokyo/A1301/A130101/13129763/
3.89,アルゴリズム,L'algorithme,https://tabelog.com/tw/tokyo/A1316/A131602/13213150/
3.89,銀座 やまの辺 江戸中華,ginzayamanobeedochuuka,https://tabelog.com/tw/tokyo/A1301/A130103/13185963/
3.89,常,Towa,https://tabelog.com/tw/tokyo/A1307/A130703/13220791/
3.89,六寛,Rokkan,https://tabelog.com/tw/tokyo/A1313/A131301/13178685/
3.89,霞町 やまがみ,Kasumichouyamagami,https://tabelog.com/tw/tokyo/A1307/A130703/13220317/
3.88,Toshi Yoroizuka Mid Town,Toshiyoroiduka,https://tabelog.com/tw/tokyo/A1307/A130701/13037382/
3.88,麺処ほん田,Mendokorohonda,https://tabelog.com/tw/tokyo/A1323/A132304/13047541/
3.88,ケンズカフェ東京,KEN'S CAFE TOKYO,https://tabelog.com/tw/tokyo/A1304/A130402/13024643/
3.88,てんぷら 近藤,Kondo,https://tabelog.com/tw/tokyo/A1301/A130101/13004993/
3.88,ラ・ボンバンス,La BOMBANCE,https://tabelog.com/tw/tokyo/A1307/A130701/13016617/
3.88,ブーランジェリー スドウ,Boulangerie Sudo,https://tabelog.com/tw/tokyo/A1317/A131709/13098861/
3.88,中華蕎麦にし乃,Chuukasobanishino,https://tabelog.com/tw/tokyo/A1310/A131004/13218311/
3.88,アッピア 本店,Appia,https://tabelog.com/tw/tokyo/A1307/A130703/13001593/
3.88,一番いちばん,Ichibanichiban,https://tabelog.com/tw/tokyo/A1327/A132701/13001469/
3.88,ル・マノアール・ダスティン,Le Manoir D'HASTINGS,https://tabelog.com/tw/tokyo/A1301/A130101/13000331/
3.88,御田町 桃の木,Momonoki,https://tabelog.com/tw/tokyo/A1314/A131402/13020738/
3.88,徳 うち山,tokuuchiyama,https://tabelog.com/tw/tokyo/A1301/A130101/13129656/
3.88,リストランテ･ヒロ  青山,RISTORANTE HiRo,https://tabelog.com/tw/tokyo/A1306/A130602/13002025/
3.88,砂の岬,Sunanomisaki,https://tabelog.com/tw/tokyo/A1317/A131707/13120204/
3.88,クリオロ 東京本店,CRIOLLO,https://tabelog.com/tw/tokyo/A1322/A132202/13194959/
3.88,麺屋 はし本,Menyahashimoto,https://tabelog.com/tw/tokyo/A1319/A131902/13205769/
3.88,アーティショー,Artichaut,https://tabelog.com/tw/tokyo/A1303/A130302/13042337/
3.88,ビートイート,Beet eat,https://tabelog.com/tw/tokyo/A1318/A131814/13196455/
3.88,和食 こんどう,Kondo,https://tabelog.com/tw/tokyo/A1309/A130903/13150477/
3.88,不動前 すし 岩澤,Fudoumaesushiiwasawa,https://tabelog.com/tw/tokyo/A1317/A131710/13193460/
3.88,エルバ ダ ナカヒガシ,Erba da nakahigashi,https://tabelog.com/tw/tokyo/A1307/A130703/13191105/
3.88,さき田,Sakita,https://tabelog.com/tw/tokyo/A1320/A132001/13216828/
3.88,乃木坂 しん,Nogizakashin,https://tabelog.com/tw/tokyo/A1307/A130701/13196404/
3.88,ALTER EGO,ALTER EGO,https://tabelog.com/tw/tokyo/A1310/A131003/13231135/
3.88,あらいかわ,Araikawa,https://tabelog.com/tw/tokyo/A1307/A130702/13218481/
3.87,丸五,Marugo,https://tabelog.com/tw/tokyo/A1310/A131001/13000379/
3.87,エリックサウス 八重洲店,ERICK SOUTH,https://tabelog.com/tw/tokyo/A1302/A130202/13130363/
3.87,シニフィアン シニフィエ 世田谷本店,Signifiant Signifie,https://tabelog.com/tw/tokyo/A1317/A131706/13030788/
3.87,麺処 晴,Mendokoroharu,https://tabelog.com/tw/tokyo/A1311/A131104/13143115/
3.87,創作麺工房 鳴龍,NAKIRYU,https://tabelog.com/tw/tokyo/A1323/A132302/13141302/
3.87,パティスリー カーヴァンソン,patisserie K.ViNCENT,https://tabelog.com/tw/tokyo/A1309/A130905/13035194/
3.87,トラットリア グランボッカ,TRATTORIA GRAN BOCCA,https://tabelog.com/tw/tokyo/A1309/A130905/13173167/
3.87,中国飯店 六本木店,Chuugokuhanten,https://tabelog.com/tw/tokyo/A1307/A130701/13001954/
3.87,鰻禅,Unazen,https://tabelog.com/tw/tokyo/A1312/A131203/13058979/
3.87,ル・ルソール,Le Ressort,https://tabelog.com/tw/tokyo/A1318/A131801/13026653/
3.87,鰻家,Unagiya,https://tabelog.com/tw/tokyo/A1321/A132101/13012445/
3.87,パティスリー プレジール,Patisserie Plaisir,https://tabelog.com/tw/tokyo/A1317/A131706/13045491/
3.87,自家製中華そば としおか,Jikaseichuukasobatoshioka,https://tabelog.com/tw/tokyo/A1305/A130504/13182315/
3.87,メゾン・ダーニ,MAISON D'AHNI,https://tabelog.com/tw/tokyo/A1316/A131602/13183428/
3.87,トルナヴェント,TORNAVENTO,https://tabelog.com/tw/tokyo/A1307/A130701/13022053/
3.87,ジョンティ アッシュ,Gentil H,https://tabelog.com/tw/tokyo/A1316/A131602/13056132/
3.87,らーめん飛粋,Ramenhiiki,https://tabelog.com/tw/tokyo/A1315/A131503/13217922/
3.87,北京遊膳,Beijing Yuzen,https://tabelog.com/tw/tokyo/A1319/A131906/13001102/
3.87,霞庭 まつばら,Kasumitei Matsubara,https://tabelog.com/tw/tokyo/A1307/A130701/13118905/
3.87,鮨 りんだ,RINDA,https://tabelog.com/tw/tokyo/A1316/A131601/13168140/
3.87,麤皮,ARAGAWA,https://tabelog.com/tw/tokyo/A1314/A131401/13002897/
3.87,リョウラ,Ryoura,https://tabelog.com/tw/tokyo/A1317/A131707/13188208/
3.87,山介,Yamasuke,https://tabelog.com/tw/tokyo/A1311/A131102/13156730/
3.87,ワイ アンド エム バー・キスリング,Y&M Bar KISLING,https://tabelog.com/tw/tokyo/A1301/A130101/13007814/
3.87,山の茶屋,Yamanochaya,https://tabelog.com/tw/tokyo/A1308/A130802/13002739/
3.87,チニャーレエノテカ,Cignale ENOTECA ,https://tabelog.com/tw/tokyo/A1318/A131801/13189915/
3.87,焼肉 いぶさな,Yakinikuibusana,https://tabelog.com/tw/tokyo/A1318/A131810/13221220/
3.87,小熊飯店,Shaoshonhanten,https://tabelog.com/tw/tokyo/A1309/A130901/13142019/
3.86,麺屋吉左右,Menyakissou,https://tabelog.com/tw/tokyo/A1313/A131303/13021140/
3.86,パンのペリカン,Pelican,https://tabelog.com/tw/tokyo/A1311/A131102/13003662/
3.86,シニフィアン シニフィエ 日本橋タカシマヤ店,Signifiant Signifie,https://tabelog.com/tw/tokyo/A1302/A130202/13054419/
3.86,ぽん多本家,Pontahonke,https://tabelog.com/tw/tokyo/A1311/A131101/13003587/
3.86,とり喜,Toriki,https://tabelog.com/tw/tokyo/A1312/A131201/13026017/
3.86,SOBA HOUSE 金色不如帰 新宿御苑本店,sobahausukonjikihototogisu,https://tabelog.com/tw/tokyo/A1304/A130402/13222172/
3.86,トラットリア シチリアーナ・ドンチッチョ,Don Ciccio,https://tabelog.com/tw/tokyo/A1303/A130301/13026215/
3.86,リストランティーノ　ルベロ,Ristorantino Lubero,https://tabelog.com/tw/tokyo/A1316/A131601/13045711/
3.86,入谷鬼子母神門前のだや,iriyakishimojimmonzennodaya,https://tabelog.com/tw/tokyo/A1311/A131104/13152282/
3.86,帰燕,Kien,https://tabelog.com/tw/tokyo/A1308/A130802/13100055/
3.86,中華そば べんてん,Chuukasobabenten,https://tabelog.com/tw/tokyo/A1322/A132204/13200351/
3.86,ア コテ パティスリー,A Cote Patisserie,https://tabelog.com/tw/tokyo/A1316/A131602/13051424/
3.86,銀座 ハプスブルク・ファイルヒェン,GINZA HABSBURG VEILCHEN,https://tabelog.com/tw/tokyo/A1301/A130101/13139747/
3.86,焼肉しみず,Yakinikushimizu,https://tabelog.com/tw/tokyo/A1317/A131710/13096548/
3.86,石の華,Ishinohana,https://tabelog.com/tw/tokyo/A1303/A130301/13004802/
3.86,ユヌクレ,uneclef,https://tabelog.com/tw/tokyo/A1318/A131813/13132250/
3.86,ボナ・フェスタ,BONA FESTA,https://tabelog.com/tw/tokyo/A1311/A131102/13016868/
3.86,ステーキ＆トラットリア カルネジーオ 大手町,Steak&Trattoria Carnesio,https://tabelog.com/tw/tokyo/A1302/A130201/13195270/
3.86,リストランテ カッパス,Ristorante KAPPAS,https://tabelog.com/tw/tokyo/A1306/A130602/13001966/
3.86,パティスリー　ラ・グリシーヌ,Pathisuriragurishinu,https://tabelog.com/tw/tokyo/A1317/A131705/13150993/
3.86,トレフミヤモト,Torefumiyamoto,https://tabelog.com/tw/tokyo/A1307/A130701/13005338/
3.86,寛幸,Hiroyuki,https://tabelog.com/tw/tokyo/A1301/A130101/13187102/
3.85,ダバ インディア,Dhaba India,https://tabelog.com/tw/tokyo/A1302/A130202/13000506/
3.85,うさぎや,Usagiya,https://tabelog.com/tw/tokyo/A1311/A131101/13003599/
3.85,煮干しつけ麺 宮元,niboshitsukememmiyamoto,https://tabelog.com/tw/tokyo/A1315/A131503/13180862/
3.85,ル・ブルギニオン,LE BOURGUIGNON,https://tabelog.com/tw/tokyo/A1307/A130701/13005328/
3.85,ツッカベッカライ カヤヌマ,Tsukkabekkaraikayanuma,https://tabelog.com/tw/tokyo/A1308/A130802/13002756/
3.85,きらく亭,Kirakutei,https://tabelog.com/tw/tokyo/A1307/A130703/13007145/
3.85,中華蕎麦 蘭鋳,chuukasobaranchuu,https://tabelog.com/tw/tokyo/A1319/A131903/13113532/
3.85,ブーランジェリー セイジアサクラ,BOULANGERIE SEIJI ASAKURA,https://tabelog.com/tw/tokyo/A1316/A131603/13055881/
3.85,鮨 太一,Sushitaichi,https://tabelog.com/tw/tokyo/A1301/A130101/13060788/
3.85,正泰苑 総本店,Shoutaien,https://tabelog.com/tw/tokyo/A1324/A132401/13003776/
3.85,鈴木,Suzuki,https://tabelog.com/tw/tokyo/A1326/A132601/13005981/
3.85,らぁ麺やまぐち,Ramenyamaguchi,https://tabelog.com/tw/tokyo/A1305/A130504/13151200/
3.85,CINA New Modern Chinese,CINA New Modern Chinese,https://tabelog.com/tw/tokyo/A1303/A130302/13200117/
3.85,とんかつかっぽう かつぜん,Tonkatsukappoukatsuzen,https://tabelog.com/tw/tokyo/A1301/A130101/13006519/
3.85,やっぱりインディア,Yappari India,https://tabelog.com/tw/tokyo/A1323/A132302/13207605/
3.85,産直屋 たか,Sanchokuya Taka,https://tabelog.com/tw/tokyo/A1303/A130301/13008327/
3.85,麺LABOひろ,Menrabohiro,https://tabelog.com/tw/tokyo/A1317/A131702/13203210/
3.85,レストラン コバヤシ,Restaurant Kobayashi,https://tabelog.com/tw/tokyo/A1312/A131202/13002939/
3.85,ロドラント ミノルナキジン,L'Odorante par Minoru Nakijin,https://tabelog.com/tw/tokyo/A1301/A130101/13054492/
3.85,アディクト オ シュクル,Addict au Sucre,https://tabelog.com/tw/tokyo/A1317/A131702/13171753/
3.85,児ノ木,Chigonoki,https://tabelog.com/tw/tokyo/A1319/A131901/13154006/
3.85,南蛮 銀圓亭,Namban Ginentei,https://tabelog.com/tw/tokyo/A1301/A130101/13002305/
3.85,ラ シャッス,LA CHASSE,https://tabelog.com/tw/tokyo/A1307/A130701/13025071/
3.85,Bar Tiare,Bathiare,https://tabelog.com/tw/tokyo/A1308/A130801/13100967/
3.85,寿製麺 よしかわ 西台駅前店,Kotobukiseimenyoshikawa,https://tabelog.com/tw/tokyo/A1322/A132205/13228611/
3.85,IBAIA,Ibaia,https://tabelog.com/tw/tokyo/A1301/A130101/13159072/
3.85,銀座かつかみ,Ginzakatsukami,https://tabelog.com/tw/tokyo/A1301/A130101/13225476/
3.85,焼鳥今井,Yakitoriimai,https://tabelog.com/tw/tokyo/A1306/A130603/13025995/
3.85,蜀郷香,Shuushanshan,https://tabelog.com/tw/tokyo/A1309/A130903/13115724/
3.85,山さき,Yamasaki,https://tabelog.com/tw/tokyo/A1309/A130905/13000458/
3.85,鮨桂太,sushikeita,https://tabelog.com/tw/tokyo/A1313/A131301/13213360/
3.85,鮨 一條,Sushiichijou,https://tabelog.com/tw/tokyo/A1302/A130204/13191562/
3.85,ヒロヤ,Hiroya,https://tabelog.com/tw/tokyo/A1306/A130603/13160443/
3.85,焼肉うしごろ 銀座並木通り店,Yakinikuushigoro,https://tabelog.com/tw/tokyo/A1301/A130101/13226719/
3.85,寿修,Jushuu,https://tabelog.com/tw/tokyo/A1306/A130602/13119927/
3.85,オルランド,Orlando,https://tabelog.com/tw/tokyo/A1303/A130301/13174925/
3.85,マジカメンテ,MAGICAMENTE,https://tabelog.com/tw/tokyo/A1303/A130302/13121950/
3.84,煮干鰮らーめん 圓,Niboshiiwashiramenen,https://tabelog.com/tw/tokyo/A1329/A132904/13091258/
3.84,石臼挽き手打 蕎楽亭,ishiusuhikiteuchikyourakutei,https://tabelog.com/tw/tokyo/A1309/A130905/13000479/
3.84,らぁ麺 はやし田 新宿本店,Ramenhayashida,https://tabelog.com/tw/tokyo/A1304/A130401/13216496/
3.84,VIRON,viron,https://tabelog.com/tw/tokyo/A1302/A130201/13043904/
3.84,もち豚とんかつ たいよう,mochibutatonkatsutaiyou,https://tabelog.com/tw/tokyo/A1317/A131710/13059862/
3.84,365日,Sambikurokujuugonichi,https://tabelog.com/tw/tokyo/A1318/A131810/13164031/
3.84,フランス菓子 パティシエ ショコラティエ イナムラショウゾウ,furansugashipathishieshokorathieinamurashouzou,https://tabelog.com/tw/tokyo/A1311/A131105/13047298/
3.84,ラ ターブル ドゥ ジョエル・ロブション,LA TABLE de Joel Robuchon,https://tabelog.com/tw/tokyo/A1303/A130302/13010725/
3.84,アトリエコータ,ATELIER KOHTA,https://tabelog.com/tw/tokyo/A1309/A130905/13136823/
3.84,虎穴,Fushue,https://tabelog.com/tw/tokyo/A1302/A130204/13098919/
3.84,アンティカ オステリア カルネヤ,ANTICA OSTERIA CARNEYA,https://tabelog.com/tw/tokyo/A1309/A130905/13045549/
3.84,ピエール・ガニェール,PIERRE GAGNAIRE ,https://tabelog.com/tw/tokyo/A1308/A130802/13103993/
3.84,フレデリック カッセル 銀座三越,Furederikkukasseru,https://tabelog.com/tw/tokyo/A1301/A130101/13116839/
3.84,焼肉くにもと 新館,Kunimoto Shinkan,https://tabelog.com/tw/tokyo/A1314/A131401/13035852/
3.84,中華そば 満鶏軒,chuukasobamanchi-ken,https://tabelog.com/tw/tokyo/A1312/A131201/13220773/
3.84,蒼天 南口店,Souten,https://tabelog.com/tw/tokyo/A1323/A132302/13092061/
3.84,キノシタ,Kinoshita,https://tabelog.com/tw/tokyo/A1318/A131810/13001058/
3.84,焼き鳥 丈参,Takesan,https://tabelog.com/tw/tokyo/A1302/A130204/13046105/
3.84,Felicelina,Felicelina,https://tabelog.com/tw/tokyo/A1317/A131701/13130019/
3.84,パティスリーサロン・ドゥ・テ アミティエ,Patisserie Salom de the Amitie,https://tabelog.com/tw/tokyo/A1309/A130905/13047005/
3.84,EST!,Esuto,https://tabelog.com/tw/tokyo/A1311/A131101/13003582/
3.84,歯車,Haguruma,https://tabelog.com/tw/tokyo/A1309/A130905/13045080/
3.84,西洋料理 島,Shima,https://tabelog.com/tw/tokyo/A1302/A130202/13000495/
3.84,浅草じゅうろく,Asakusajuuroku,https://tabelog.com/tw/tokyo/A1311/A131102/13185027/
3.84,シチリア屋,Shichiriaya,https://tabelog.com/tw/tokyo/A1323/A132301/13172747/
3.84,CarneSio east,CarneSio east,https://tabelog.com/tw/tokyo/A1303/A130302/13211666/
3.84,マルゴット エ バッチャーレ,Margotto e Baciare,https://tabelog.com/tw/tokyo/A1307/A130703/13172139/
